id,X,Y,M,V
2920,135.58813,-301.0181,39.54086,0.2544331
2921,95.94837,-3.9562306,124.95847,0.2036305
2922,-88.9722,-115.48754,154.3857,0.22809891
2923,-169.91164,387.02597,132.12497,0.28847626
2924,181.7007,-364.85098,96.76085,0.33740613
2925,-237.19977,183.29831,47.757973,0.40941066
2926,-296.8207,337.07538,117.057014,0.81521654
2927,-271.06274,308.1961,89.46632,0.6008426
2928,-370.26373,-132.81564,118.62217,0.2681188
2929,8.466393,338.2365,109.74404,0.4586184
2930,-117.45822,-71.870125,84.48413,0.78318137
2931,-168.67867,334.15704,24.72072,0.78309864
2932,173.36157,330.85245,151.97818,0.5929123
2933,-16.0632,54.238472,163.94989,0.40150627
2934,289.97696,-227.1021,77.96345,0.20526291
2935,-297.49216,-285.14243,87.11514,0.5357691
2936,-191.63889,-299.5679,68.32497,0.40232676
2937,382.81107,-9.044946,39.622505,0.58845913
2938,191.7378,-210.76935,58.783333,0.810361
2939,3.258574,-304.1924,163.88673,0.59326583
2940,-254.77144,153.47777,64.89086,0.727875
2941,-225.15863,-53.574062,24.896744,0.42957386
2942,-324.81497,327.92502,135.37848,0.5740149
2943,-356.19962,-216.88818,115.814766,0.7917062
2944,54.184036,245.6208,165.98601,0.43939677
2945,-241.87036,398.0235,136.06097,0.81139594
2946,261.5759,-344.55188,123.478226,0.60493803
2947,28.861572,-318.52988,55.607952,0.767547
2948,151.0337,286.79608,46.433296,0.20172878
2949,188.59332,368.13794,152.2019,0.59084433
2950,43.82602,134.0786,111.89769,0.52530646
2951,260.60684,393.0714,68.27604,0.6565487
2952,-21.365484,-336.99393,102.4116,0.8809825
2953,142.08516,58.71851,166.08813,0.77200013
2954,200.524,-314.31464,27.868164,0.585503
2955,-21.195282,219.5114,103.0144,0.59856623
2956,-41.864094,-345.1503,70.57152,0.27192655
2957,-208.35168,-379.4263,98.69773,0.31655172
2958,-375.0261,198.85583,145.49428,0.7922708
2959,-168.94885,-128.11194,75.20244,0.48076278
2960,-299.68207,-143.24414,97.92975,0.6035271
2961,-359.25858,60.874954,56.310043,0.7239634
2962,-193.09071,-210.79196,47.794724,0.593892
2963,2.6823883,-364.67422,100.71778,0.55295134
2964,-24.654612,-92.7778,25.21289,0.58780795
2965,92.77209,185.9482,122.725395,0.76192564
2966,-248.27992,-241.48004,186.22809,0.8243171
2967,361.78647,279.5428,48.76654,0.59053874
2968,108.45353,385.26758,136.27063,0.24739304
2969,16.950045,274.0726,160.52377,0.25910622
2970,-0.07097541,-191.90886,148.04883,0.8691263
2971,151.14278,-121.27854,55.759155,0.19840132
2972,88.41954,-176.29729,83.56418,0.7803767
2973,89.805534,-104.60731,155.58965,0.39758244
2974,-117.17794,16.776382,110.02499,0.869493
2975,340.5132,-103.36377,75.9242,0.39603573
2976,246.37044,-271.6081,41.421288,0.20856626
2977,-236.24063,-175.04727,103.9363,0.20473084
2978,69.74833,-99.832565,49.56495,0.39311546
2979,-0.08658845,215.08917,108.04832,0.80548614
2980,307.83313,-248.12344,152.61633,0.40540722
2981,296.2362,211.27011,67.72255,0.8916019
2982,-266.7692,367.52203,66.37197,0.5665023
2983,-131.93002,-340.7721,29.725653,0.8381248
2984,245.53209,276.9841,31.591818,0.8769574
2985,0.8261996,-226.88809,44.246494,0.20566672
2986,22.187803,33.887634,97.73032,0.60926753
2987,-151.23465,-95.50525,58.877518,0.39882138
2988,323.09256,-4.2137733,136.80379,0.4137788
2989,84.191154,-196.19582,25.136896,0.5049321
2990,261.32654,392.05157,131.13908,0.6523655
2991,-95.33345,-330.20392,29.974663,0.27580267
2992,-189.9328,120.193954,55.134747,0.2121136
2993,310.72256,-131.90897,110.88518,0.21710414
2994,-298.12216,368.19846,92.409004,0.59762245
2995,-383.5053,-254.21481,107.56277,0.39296493
2996,-70.9268,-352.60605,50.044724,0.41540062
2997,139.1387,-66.69895,42.984245,0.8914942
2998,-351.13434,74.81134,138.63385,0.53197795
2999,-194.38359,-148.43227,138.5821,0.82360524
3000,-274.6049,50.2484,70.99467,0.47662085
3001,-235.56789,-150.6015,134.78384,0.3493668
3002,354.617,-327.75577,111.214,0.5962517
3003,-17.160347,-213.63174,72.51978,0.40113875
3004,-334.77094,-362.20212,116.55292,0.6007828
3005,225.07814,318.48196,154.71144,0.22629124
3006,337.8755,-186.52773,144.25983,0.60851425
3007,-162.32927,136.21265,25.809393,0.59157217
3008,-47.92799,108.63875,146.80757,0.60933065
3009,-155.56754,366.14096,135.54681,0.39964458
3010,-120.56392,279.31686,48.24337,0.20387642
3011,127.387146,17.950752,149.87813,0.9676989
3012,-355.3454,229.01701,148.24379,0.34993738
3013,206.1233,-276.46783,114.98119,0.21371369
3014,-405.17892,-202.49724,61.327614,0.8338589
3015,-267.16327,398.0522,98.98671,0.79080945
3016,-241.31009,345.26044,37.495415,0.8230382
3017,118.469604,-155.83034,128.92902,0.38318625
3018,39.785767,216.89069,51.410763,0.59487534
3019,55.83232,-59.01539,36.10154,0.6495867
3020,-367.7989,142.41893,165.14793,0.7984284
3021,-318.08725,122.33202,113.61132,0.22380984
3022,-381.77756,179.74385,63.907177,0.40946183
3023,73.38494,-91.461845,96.86549,0.55063045
3024,-12.452001,-344.47482,59.14513,0.7959364
3025,313.77884,390.07944,53.406498,0.8207413
3026,-162.37415,404.892,123.77269,0.5954639
3027,-102.55808,341.9159,92.38534,0.72720265
3028,-307.44754,112.730484,149.55675,0.21171205
3029,158.7056,-21.192902,156.81024,0.21260342
3030,-234.02792,301.7754,77.80035,0.4021303
3031,401.22812,98.36144,66.17527,0.5922622
3032,-119.3911,-321.743,138.89383,0.9547556
3033,199.91202,299.2915,166.03548,0.7452175
3034,-174.36462,-167.07304,42.52966,0.88447136
3035,348.75137,2.8637123,143.61537,0.60066855
3036,-55.18968,392.99557,118.084435,0.82277334
3037,139.72383,-84.645004,160.76897,0.4423258
3038,-346.8246,-103.47412,139.34691,0.91683286
3039,-111.244,282.37445,24.77567,0.6809375
3040,-303.32065,-117.54676,45.406982,0.7282378
3041,8.785228,-276.61404,119.58153,0.20067222
3042,-27.931019,187.25055,81.61741,0.6004991
3043,14.563576,92.38522,49.4059,0.40060005
3044,-90.668304,2.3013093,40.751263,0.9576588
3045,-375.87878,245.23683,128.9038,0.79458845
3046,158.94905,316.18054,82.286,0.68666255
3047,377.4432,-81.25826,151.69943,0.3777825
3048,143.5789,354.48117,58.7077,0.83733326
3049,71.391655,-214.87012,170.58107,0.628612
3050,-336.54816,-37.070038,50.681847,0.91104287
3051,4.653734,346.28625,35.439114,0.24842843
3052,-267.5653,-285.90747,154.29268,0.30426317
3053,-50.664207,-95.684555,119.58379,0.6014218
3054,-289.18555,204.33507,89.90166,0.4851549
3055,217.35324,52.458607,73.33636,0.48517653
3056,-149.69818,383.468,113.82545,0.20983082
3057,364.5356,184.97113,64.26818,0.39870426
3058,43.36627,-197.45389,118.792,0.60381633
3059,68.21821,-75.85726,83.79394,0.2098726
3060,207.3039,102.588974,120.47625,0.29754937
3061,-110.00637,-17.089682,70.36829,0.97075385
3062,-66.8729,-143.59727,79.33705,0.8404343
3063,326.77365,318.394,128.53656,0.33573765
3064,283.88916,-59.619923,33.07238,0.21996756
3065,-367.80676,263.3849,93.002014,0.91091436
3066,-52.632465,-363.65097,146.9447,0.6363114
3067,-32.99968,365.06564,43.98922,0.8252608
3068,35.840538,178.82744,25.24418,0.8031537
3069,-13.606432,-77.32097,24.987648,0.42378762
3070,-31.959871,14.84873,114.71309,0.22718723
3071,346.05914,-239.72041,109.31988,0.7829505
3072,253.38556,-196.01471,80.15932,0.9206146
3073,272.7621,226.19632,73.80388,0.88743776
3074,142.72891,-188.87424,98.775085,0.7803349
3075,189.65593,-82.91667,161.32031,0.6115999
3076,-372.04065,-310.80243,89.956116,0.2775124
3077,-8.681828,272.99753,167.7776,0.60855657
3078,-370.54755,-220.28497,89.419205,0.64255553
3079,98.91534,312.4863,32.232197,0.60123354
3080,121.733,220.70888,131.68173,0.19928667
3081,-127.40036,97.0406,41.792194,0.57460296
3082,-58.81662,352.14487,90.27092,0.36088133
3083,390.71323,220.5392,49.589878,0.79793704
3084,-158.32092,17.443623,52.75833,0.3985968
3085,-54.877663,-215.99046,85.65897,0.87416464
3086,-337.17886,322.391,44.29258,0.6424817
3087,167.81757,-319.9065,152.84874,0.5235833
3088,324.88187,176.61102,158.14674,0.3257517
3089,168.87366,360.4664,71.86607,0.5019779
3090,147.73628,-388.28055,128.53001,0.5620353
3091,279.49542,-177.57417,103.11606,0.39622575
3092,-130.7276,283.1656,129.32832,0.6940771
3093,-182.5378,-396.97705,90.366,0.33135924
3094,-377.46997,174.94331,141.69148,0.5978736
3095,147.70605,152.75165,82.58448,0.7867614
3096,177.13583,-182.58812,81.7027,0.377862
3097,-120.87227,-50.701866,120.160866,0.98114276
3098,226.85019,-390.26743,82.25021,0.7543613
3099,-287.14044,-141.28383,50.472507,0.40879214
3100,56.398712,398.15817,136.48749,0.8119587
3101,183.49771,405.38068,128.74695,0.4187183
3102,-233.52058,-161.79037,79.06401,0.8951328
3103,292.7388,-47.71588,65.12716,0.20713511
3104,246.36623,14.877719,119.5904,0.88689363
3105,351.99615,341.45554,124.9925,0.8590563
3106,-119.22765,257.95895,137.23526,0.23816781
3107,285.30923,-194.77559,155.27328,0.23122765
3108,266.59464,-192.85728,24.791912,0.8274096
3109,169.64926,74.02437,83.59581,0.93940717
3110,115.08975,-324.3919,46.13298,0.370191
3111,35.619167,-34.660168,123.85329,0.8115301
3112,-72.238235,-377.95526,81.364876,0.8141174
3113,338.332,-316.31177,104.02405,0.8362455
3114,-301.67673,287.69745,132.24287,0.20447421
3115,217.03166,-103.386314,131.20708,0.3360929
3116,10.014226,201.58075,163.7413,0.6013857
3117,138.5504,275.02222,103.97431,0.40130177
3118,-179.34822,272.94263,157.32565,0.42083862
3119,-340.84998,-47.886433,87.6832,0.3698752
3120,-250.09271,-118.039,76.328224,0.6108221
3121,191.50552,95.15657,25.045927,0.5448308
3122,-191.77905,-387.2385,50.743336,0.65552115
3123,-0.6648951,345.1144,132.09009,0.41011256
3124,-88.77656,-189.23184,26.333212,0.7599063
3125,290.27203,-51.70652,31.926376,0.74412924
3126,241.45778,-375.03503,128.5992,0.28053403
3127,-87.65686,-40.57462,144.76013,0.4081396
3128,-140.3217,-244.79611,115.306496,0.78013533
3129,373.0489,-278.67532,70.83638,0.59828013
3130,-248.8121,231.38902,83.580444,0.75053865
3131,132.95839,123.95443,94.291756,0.19670287
3132,44.899952,286.4269,119.729324,0.95107377
3133,-29.601217,-104.81462,131.13368,0.28039563
3134,279.1071,267.7954,24.954382,0.8236045
3135,-285.05356,341.90463,92.91752,0.28368664
3136,-201.71501,34.555355,93.45968,0.5904484
3137,344.569,-63.24127,119.02859,0.5643433
3138,-107.1894,261.15823,55.13912,0.9029372
3139,32.738766,-2.4427161,93.103645,0.81578964
3140,287.78116,132.84311,24.917698,0.7447046
3141,51.395687,110.41252,91.88517,0.3798985
3142,-9.458981,-379.64877,102.68436,0.37268963
3143,-39.92338,37.74553,153.90472,0.801085
3144,-305.7224,-370.1676,143.48576,0.61560833
3145,159.18475,150.2254,49.598133,0.7986729
3146,-193.29143,308.11044,28.43014,0.58610815
3147,215.27351,296.23688,107.59042,0.20602451
3148,-191.6905,273.83423,27.861498,0.22838874
3149,386.88153,237.29903,74.06552,0.3739806
3150,-383.1325,-132.50015,37.029053,0.32144985
3151,-112.7642,347.5018,62.686623,0.2267034
3152,101.27752,386.67374,52.211773,0.60953516
3153,-378.08124,-94.61308,79.823715,0.40060642
3154,18.336424,341.5165,146.77835,0.37725595
3155,-247.65132,-319.8809,135.43156,0.29169673
3156,339.5958,278.76416,34.14491,0.25322422
3157,273.7711,47.29331,139.63104,0.40172106
3158,-12.189111,-327.87814,50.332993,0.43143943
3159,-85.02627,-323.47397,119.8506,0.82499295
3160,-74.861275,0.36131144,152.61395,0.946544
3161,63.018967,-347.7926,73.27349,0.52460337
3162,319.0174,-149.2403,123.669815,0.8196537
3163,14.099314,157.30255,30.143272,0.31359425
3164,309.7847,44.3744,77.77659,0.20230553
3165,-293.15994,166.49849,128.24495,0.41016507
3166,-304.453,367.32028,50.876194,0.40187803
3167,377.61816,-108.011345,85.20882,0.3577854
3168,-255.49278,390.65768,69.0821,0.68197113
3169,394.16052,-194.25821,48.934353,0.30772156
3170,253.70766,-207.5842,50.260822,0.39856932
3171,-301.31927,-397.00687,64.40553,0.25122908
3172,214.62303,-2.2706556,89.82451,0.35406855
3173,-262.90085,-392.5494,122.468925,0.7885464
3174,-39.661755,-330.68756,161.71938,0.30269682
3175,313.15518,275.39044,151.86586,0.7457659
3176,-285.5121,-186.76807,53.408504,0.8973253
3177,183.73283,-254.3437,155.33449,0.6015541
3178,102.98076,25.967375,31.253271,0.70713663
3179,277.9227,50.653202,113.56744,0.6073103
3180,-337.14044,177.40323,25.08147,0.78576654
3181,-393.91193,255.20627,63.12979,0.79174995
3182,-57.019108,-28.965666,107.3592,0.39784184
3183,-126.041855,-177.03006,47.356594,0.35011783
3184,-240.14685,-294.34933,25.83126,0.66298413
3185,-362.61374,214.11617,45.56625,0.86482394
3186,-220.52727,-140.12439,131.97508,0.48984638
3187,-103.03009,93.13972,126.70525,0.70581555
3188,-114.598564,-246.69926,62.82641,0.20801045
3189,24.957851,337.04837,29.01381,0.5330878
3190,232.71729,87.8874,25.140186,0.5862551
3191,-50.9243,-118.60938,49.14635,0.5053419
3192,170.82312,348.756,126.538414,0.8098858
3193,-117.534836,235.8446,137.47731,0.89905035
3194,249.78297,110.85782,162.00482,0.60372627
3195,185.58539,139.46352,88.72442,0.59603065
3196,221.0749,246.01685,49.21091,0.19692457
3197,-89.72816,-295.39954,71.460884,0.59815973
3198,-363.67322,195.1991,75.340576,0.60258573
3199,371.07507,272.05765,154.16212,0.6068387
3200,-186.08293,-125.86211,45.661537,0.66303784
3201,376.0332,-179.83835,116.446144,0.25466225
3202,-211.44452,-393.67673,106.04808,0.500866
3203,-216.0668,213.39664,49.71854,0.70452493
3204,0.77453,-93.401375,159.68826,0.60258466
3205,46.960052,-361.0329,141.86961,0.42323324
3206,-224.56781,-225.7335,100.74218,0.79466885
3207,-135.36794,344.99167,96.790794,0.89151704
3208,342.246,-164.34346,130.6764,0.8397908
3209,-281.57715,-31.512531,46.389675,0.5929903
3210,147.85239,104.727356,117.722275,0.7557161
3211,169.07208,48.529354,85.05012,0.6692649
3212,-389.93826,-12.296948,43.071117,0.77561575
3213,77.17639,33.722992,128.77243,0.40330887
3214,-150.57283,-222.4833,24.759104,0.33095562
3215,-57.66355,356.74814,65.83667,0.41424417
3216,67.42035,-388.4207,80.67912,0.6169546
3217,63.86884,381.42807,144.3779,0.6756982
3218,314.9511,-52.549026,32.38394,0.770893
3219,103.2403,-186.3365,64.0528,0.5208509
3220,-174.88843,-277.15536,164.62787,0.4238488
3221,-354.62247,137.08826,159.48639,0.39995384
3222,275.98444,329.42627,157.22728,0.87759286
3223,153.67487,267.94882,116.361824,0.6214046
3224,195.04745,-281.6679,175.01187,0.7150107
3225,206.14777,-358.7605,33.207615,0.7795205
3226,72.56114,282.60452,111.6094,0.4005629
3227,60.378216,-320.8513,148.34973,0.8067794
3228,155.38478,252.80676,150.29248,0.9327903
3229,228.09549,-147.65196,113.10633,0.8164185
3230,333.80734,78.5755,61.731613,0.76431036
3231,325.6762,345.1932,97.54314,0.4354553
3232,127.00261,-125.418945,85.46356,0.23048645
3233,-168.92218,155.09254,76.259544,0.40491363
3234,-320.19928,-298.9075,56.09889,0.3785973
3235,-359.25235,297.14905,43.156857,0.44373032
3236,115.64354,-115.76964,141.76599,0.92647576
3237,148.63638,80.64636,156.81424,0.30756602
3238,30.882677,-238.75525,43.000454,0.888489
3239,-280.71942,309.81564,161.25978,0.7548203
3240,-310.8457,-297.3437,39.081665,0.8804199
3241,335.51596,218.69614,82.01908,0.7347597
3242,-384.38397,-140.5127,62.18846,0.5988769
3243,18.324142,308.5965,135.98071,0.93634075
3244,-77.0002,-15.1760645,148.2748,0.59175533
3245,202.594,-361.86258,113.65417,0.72467613
3246,-70.70642,185.09431,72.36097,0.3899295
3247,-403.20795,-84.97312,107.13891,0.5873796
3248,302.9777,-338.06427,138.31573,0.8477304
3249,-312.39862,97.91943,77.818214,0.89439917
3250,389.88055,32.969555,127.498344,0.7778448
3251,91.07804,258.4087,75.735214,0.78425974
3252,29.073076,-90.676956,44.975002,0.22382893
3253,-55.21659,123.63445,47.2757,0.66752046
3254,289.00967,-165.36641,55.593323,0.19844458
3255,-254.92465,-345.89682,83.72197,0.80734485
3256,188.7745,-294.32425,54.129597,0.6513546
3257,343.09717,36.852234,73.57004,0.9435977
3258,364.902,173.20506,136.16191,0.91080576
3259,252.37079,-231.22252,158.31006,0.6706967
3260,-289.11673,-371.02914,145.20268,0.603803
3261,-172.80873,247.10617,132.23386,0.57986885
3262,359.97134,61.76514,80.02935,0.40539274
3263,33.23734,-151.96786,104.017845,0.9478748
3264,70.97279,324.22794,152.48618,0.8339598
3265,-330.93277,72.99036,165.12004,0.6030078
3266,-342.72995,106.68129,60.941456,0.55255437
3267,-113.20986,-201.86653,158.43723,0.8367807
3268,-294.8039,-72.692635,117.22532,0.8572905
3269,-142.5241,-190.94826,155.37201,0.61404973
3270,371.87314,135.74754,139.28804,0.5681217
3271,266.18842,394.6959,130.66245,0.3681624
3272,-241.6626,-365.61008,49.783394,0.5049539
3273,-155.91109,-60.11664,157.41017,0.21398085
3274,-198.03514,-282.2482,116.68432,0.52135247
3275,27.16014,237.4996,78.66035,0.9463142
3276,154.83691,290.9959,67.66387,0.50343454
3277,14.587694,274.0267,146.35724,0.57661045
3278,88.36687,-267.93607,103.48317,0.4221189
3279,263.56625,188.0363,108.729416,0.85499495
3280,265.8739,-64.97518,24.9917,0.40891424
3281,376.4472,-296.40298,84.34168,0.59900355
3282,380.0516,-129.84058,65.4861,0.4975466
3283,-346.06747,161.44963,70.94567,0.2639744
3284,344.49643,217.20226,91.886955,0.62216806
3285,-33.54581,-49.97965,24.800272,0.39875582
3286,-343.64996,-195.07428,125.44475,0.612022
3287,211.03674,23.950024,107.14799,0.4298516
3288,328.74542,365.38257,103.42909,0.6235348
3289,312.15985,-359.63586,131.42288,0.32021412
3290,66.81216,65.58977,67.33938,0.6411622
3291,60.152534,377.99667,64.77364,0.29658586
3292,233.17061,-165.63417,25.400084,0.4935772
3293,-93.10567,340.68054,56.880417,0.604497
3294,297.33658,350.68976,152.42392,0.4048786
3295,-184.28172,-267.54303,131.98134,0.60461324
3296,-85.19807,128.498,81.21563,0.77009255
3297,-44.38342,-301.0647,157.7867,0.79997784
3298,326.34464,-91.95563,67.324875,0.6729515
3299,184.64049,-20.637642,71.86401,0.8067387
3300,41.744152,187.60957,132.73463,0.7550381
3301,19.78965,-247.93312,126.17389,0.5990131
3302,299.28882,380.58124,92.663536,0.39667386
3303,-176.53346,24.323088,56.438087,0.8005171
3304,-150.71121,72.233795,117.653114,0.5395153
3305,223.14452,126.81442,51.766384,0.69380623
3306,-208.54861,110.036934,166.46568,0.6107805
3307,-50.279964,356.02216,129.64569,0.5953891
3308,-52.68825,88.00355,83.03894,0.20325148
3309,-249.52165,-232.20099,104.23665,0.19694024
3310,-269.7297,6.697188,167.28304,0.9128867
3311,-321.03094,-318.90793,137.64117,0.93628794
3312,-299.40128,114.30066,114.27767,0.91720384
3313,-321.33658,-71.32989,45.87059,0.23197289
3314,58.51385,-158.53265,144.82133,0.7304405
3315,105.939964,-167.44557,58.929546,0.40597668
3316,-59.509964,-156.3313,120.30764,0.75568336
3317,-374.7853,-233.07918,166.57768,0.72468865
3318,-258.14087,-76.95433,118.99277,0.64307785
3319,-350.39172,-196.14737,138.06229,0.86609876
3320,-371.43015,-46.286392,145.54863,0.6550166
3321,87.979004,-93.58361,73.37861,0.9526815
3322,305.92426,-383.06824,111.77393,0.4091565
3323,318.17355,48.747757,40.933575,0.90685356
3324,-121.11034,-65.12656,97.97966,0.2188796
3325,290.1329,-347.72308,24.880615,0.4006461
3326,-64.813675,46.06405,68.48808,0.5694744
3327,234.68913,304.06506,91.162895,0.21824804
3328,-113.38036,106.599785,116.27609,0.199378
3329,313.38617,-381.029,62.06168,0.30086675
3330,303.20074,36.726128,97.28272,0.7735503
3331,380.61258,-8.786502,100.912766,0.5989288
3332,-161.53534,162.62631,25.321157,0.8283314
3333,-38.353878,65.727005,68.66445,0.7726565
3334,-194.56946,-73.69632,122.068306,0.40706214
3335,-365.03772,23.410053,45.644444,0.42158374
3336,-3.723824,-202.00343,133.04755,0.41040364
3337,199.23203,73.66144,107.89056,0.3585728
3338,-319.51364,150.02606,40.238514,0.5940335
3339,147.95667,-221.63376,74.20236,0.9496605
3340,337.57336,-339.5926,90.13481,0.26077735
3341,-119.29002,-225.38557,104.32867,0.34197268
3342,-10.424318,-105.71521,57.776394,0.8235302
3343,-198.92415,94.41591,156.04857,0.44148892
3344,305.58713,375.27246,67.28783,0.6058186
3345,103.43597,-16.730793,45.86166,0.55920154
3346,189.71838,135.93126,138.40184,0.6046669
3347,-236.97318,-328.874,155.56502,0.6974579
3348,123.70181,-198.06429,24.986288,0.75060976
3349,-282.47836,-345.73322,67.74363,0.8100848
3350,170.52003,141.51704,121.07479,0.56623816
3351,17.243906,243.25627,48.040314,0.93176126
3352,-144.16132,102.76488,24.801693,0.30610102
3353,-98.46404,-51.75937,51.935753,0.6433739
3354,169.8585,-245.96461,25.653168,0.8161361
3355,141.79997,-261.95828,91.15553,0.60703844
3356,-191.31688,376.69806,156.92763,0.71090007
3357,126.710754,26.201258,47.25854,0.9024142
3358,272.73013,352.79645,104.98079,0.836957
3359,290.27994,-212.26831,157.53024,0.33226958
