id,hhb,hbo2,ca,na
10208,5.0174403,4.3443394,11.3532,4.3448668
10209,13.439203,3.8385048,11.126356,3.2714522
10210,5.652154,4.3916163,10.70324,2.8317254
10211,7.308228,4.3978815,10.293206,4.096836
10212,6.7868814,3.9597397,7.272218,3.0806727
10213,10.715827,4.2420335,8.760663,4.862895
10214,9.458352,3.8468556,7.9362845,3.5931
10215,2.743836,3.7580764,9.078154,2.3046122
10216,7.801465,4.4658856,9.246258,2.5307982
10217,7.734235,3.5495968,6.6254663,1.8404777
10218,8.280036,3.9808345,9.98259,4.029899
10219,10.444905,4.014694,7.728019,2.9508395
10220,11.739536,4.186632,9.907924,3.7743032
10221,6.7566957,4.162342,8.91993,3.2437713
10222,12.452049,4.09091,8.681254,3.7473023
10223,10.810185,4.557069,11.089265,3.020514
10224,11.610847,3.9189827,8.934471,2.8989723
10225,6.248908,3.3963585,7.057918,2.932868
10226,10.394663,4.793274,10.926011,3.1358066
10227,5.8139105,4.444185,10.506993,4.735448
10228,4.632387,3.6012762,8.534685,3.7659996
10229,5.155823,3.376525,7.0092897,2.3078485
10230,10.411138,4.7013907,11.5692005,2.4116292
10231,11.148544,4.81381,9.163821,3.3273797
10232,8.519903,4.374551,10.272208,2.613534
10233,6.575355,5.008479,10.398149,3.2002945
10234,6.9537024,4.1347723,8.298227,3.0280335
10235,7.017475,3.9164166,9.504722,2.7480757
10236,8.045604,4.5635977,10.6687155,3.0725598
10237,1.6699407,3.7794142,9.645698,3.813284
10238,11.932922,3.8613918,8.288756,3.4561532
10239,13.776646,4.5119996,9.101481,3.2244725
10240,7.3641815,4.41094,9.882454,2.161613
10241,8.832253,4.3037114,7.8184304,3.190623
10242,5.2529426,4.163702,9.247413,1.5214247
10243,10.711792,4.3833847,10.585635,2.279632
10244,10.425879,3.9649558,9.426225,2.8847282
10245,6.5312567,4.577632,10.097624,3.491422
10246,7.125242,3.3443434,7.7651353,3.3974986
10247,13.583334,4.512667,9.988776,3.224358
10248,10.130507,4.070299,8.966034,5.0692897
10249,2.3262668,3.8597465,9.215681,1.7834798
10250,5.603732,3.7084846,8.169802,3.647606
10251,8.420717,4.531507,10.600812,4.102523
10252,8.8031,3.7414536,7.5760217,3.3555665
10253,3.7548273,3.319977,8.096313,2.5217242
10254,7.553885,3.4342527,8.977909,2.001892
10255,5.722295,4.1264386,10.457898,1.8488458
10256,5.114561,3.9176085,9.887803,2.896313
10257,10.442022,4.7195826,10.419693,2.3540134
10258,7.7733192,4.3066435,9.590397,3.0073085
10259,9.83792,3.6722832,10.1629305,3.662346
10260,4.763287,3.8891184,8.808867,2.5220878
10261,10.523117,4.128136,8.653034,3.5766444
10262,10.897696,3.472942,6.193467,1.0058575
10263,11.09925,4.7807064,7.944059,3.6119864
10264,11.595716,4.862012,10.780078,2.7416248
10265,8.265866,4.614368,9.399262,3.1482596
10266,9.747814,4.3549757,9.197467,2.4807696
10267,9.735148,2.582949,8.044462,4.550735
10268,6.9461117,4.037433,9.236962,5.6676283
10269,8.111658,4.7705774,9.834054,4.6449738
10270,4.9432545,4.2511,9.179218,4.0717344
10271,5.7829924,3.3992789,6.417405,2.0760658
10272,9.153812,3.760955,8.005618,4.5036416
10273,1.9316431,3.556092,8.258291,2.9224823
10274,7.0541873,3.8910923,8.491573,3.832298
10275,8.398294,3.581027,9.503414,3.3242369
10276,5.125616,3.3992674,9.204952,2.7211146
10277,10.085895,3.4708965,8.180324,1.9905878
10278,7.5358386,3.8744435,9.43922,3.3474145
10279,9.698751,4.5487,11.629153,3.045257
10280,3.0061157,3.6912334,6.8792233,2.863451
10281,7.2449913,3.0300481,6.8068423,4.280711
10282,10.055752,4.1851196,9.873018,2.3701482
10283,4.7102666,3.3817136,8.017265,2.1969953
10284,9.346976,3.177137,8.624549,3.150547
10285,7.7966375,3.5997767,7.19903,3.4630163
10286,5.819604,3.9454255,7.602667,3.1266518
10287,8.31902,4.3798456,7.676405,4.22917
10288,7.248765,4.0715485,8.729329,2.82523
10289,8.152472,4.4380245,9.469402,3.007893
10290,10.92757,4.293948,8.026989,3.2345958
10291,7.063643,3.089451,7.8962893,2.8430235
10292,6.7744775,3.05877,5.1337953,3.3689504
10293,5.994383,3.1507716,7.388712,4.419838
10294,7.063391,4.0920496,6.8821726,2.2410204
10295,9.544985,4.5962424,9.3877,2.516855
10296,6.381931,4.092815,9.290014,4.8426995
10297,9.29427,3.7008686,8.970262,5.0013623
10298,9.160926,3.1453183,7.870247,2.857365
10299,7.8771806,3.4541,7.961483,2.7391598
10300,1.90588,3.325896,8.399466,3.9296494
10301,11.915699,5.2402925,11.107327,2.5194125
10302,7.586303,4.001934,7.6183376,3.6775804
10303,7.937617,4.4511757,6.569289,2.7432752
10304,5.985901,4.446064,10.312114,2.3605661
10305,6.3388944,3.3344395,6.2084885,3.4505913
10306,8.593284,3.249122,5.8707356,2.572053
10307,6.5681825,3.2604673,8.837765,2.5466542
10308,7.9736257,4.74999,11.572237,3.3235533
10309,7.598945,3.2773998,7.3017898,3.198813
10310,5.320895,3.0168931,6.5128045,2.9363048
10311,7.598534,4.0417585,8.660073,2.2669487
10312,5.610936,3.2023518,6.8913765,2.816418
10313,9.165013,4.4419117,11.945535,0.59751546
10314,7.5372376,4.2422147,9.863203,3.5511935
10315,8.576427,4.3696146,7.6788063,3.61859
10316,10.031225,4.906745,11.449571,3.244144
10317,5.304983,3.6524558,8.792634,2.2260184
10318,7.229245,4.4989166,11.0474,3.2074952
10319,11.508201,4.1283026,8.208263,2.2575707
10320,5.9238577,4.3033166,10.411674,2.4418077
10321,9.32359,4.2076254,9.040227,3.2601573
10322,9.533424,3.69878,7.3247323,3.7517095
10323,10.867785,3.3590884,7.1411667,3.8122385
10324,7.713322,4.0772705,10.338284,3.2726853
10325,12.991952,4.443838,10.690824,4.1590137
10326,8.93648,4.6082163,9.857092,2.684328
10327,5.7215576,3.6451795,8.769636,3.746554
10328,6.83812,3.985912,7.566331,4.0657086
10329,6.7819285,3.9559052,9.614772,3.3760238
10330,3.8003604,3.5299685,7.3320513,2.390345
10331,7.0369883,3.613307,8.620045,2.395886
10332,9.864749,3.5585423,8.051537,3.2487757
10333,7.0073757,4.4283166,7.665442,3.2481833
10334,6.224378,3.9818938,6.8031673,2.8776834
10335,2.447615,3.1855276,6.407951,1.335604
10336,7.1526937,3.552945,8.333261,2.8131797
10337,8.374353,4.0041013,9.39542,2.2637362
10338,11.729532,3.5482407,8.564175,3.4755476
10339,8.6899605,3.6528952,9.067826,3.4295375
10340,12.821413,4.0194044,11.135012,4.7762556
10341,9.452169,4.0458636,10.129016,2.6148639
10342,13.448886,4.523019,11.664089,2.8234386
10343,8.788753,3.7929423,11.025518,2.4463918
10344,4.8431087,3.4562743,8.312977,3.1509867
10345,4.1119795,4.1152554,9.776267,0.77184445
10346,10.4410925,4.6701555,10.400521,4.3031745
10347,7.1817117,3.509238,7.537538,3.720015
10348,6.507108,4.7279096,11.276546,2.6448138
10349,7.0417724,2.9604461,7.4547534,3.0037453
10350,9.332552,2.9021778,6.4406934,3.5033002
10351,11.0401745,4.575187,9.11508,3.4779494
10352,8.484175,4.244379,9.125799,2.8447907
10353,7.215319,4.1925282,8.529957,2.9271243
10354,13.303727,4.532215,10.435539,4.3284473
10355,9.095077,4.528532,9.185639,3.7015476
10356,9.554409,4.51613,10.852566,3.4909139
10357,9.738722,5.0063024,11.886453,2.199573
10358,9.552562,4.215049,8.974743,4.4716845
10359,5.0970798,4.1786833,9.523837,2.075698
10360,7.254612,4.6408176,11.35236,4.968701
10361,11.26067,4.278193,10.276024,3.3610988
10362,7.50309,3.4307892,5.474381,2.3470724
10363,8.792484,3.9828563,8.396394,3.8727307
10364,8.781666,3.5174067,9.713755,4.1878586
10365,5.080894,4.039263,10.263644,4.043394
10366,5.5823007,4.3856378,8.617642,2.2228653
10367,11.432245,4.5376644,9.764132,4.747181
10368,6.251892,4.038968,8.699297,2.386495
10369,9.376113,3.7409778,6.881004,1.5102769
10370,11.546426,4.208809,7.375916,2.6949074
10371,0.35751444,3.206127,8.083561,1.2046788
10372,9.002575,4.5847526,8.070583,2.9625413
10373,7.436846,3.236941,8.809545,3.7107825
10374,11.152355,3.9976697,7.341215,1.6781905
10375,4.4146013,3.3261986,6.8159504,2.2266474
10376,9.159419,4.228612,10.343349,2.4229822
10377,8.160744,4.199587,10.245199,1.1758575
10378,1.9960109,2.9516163,7.5280275,4.6491942
10379,6.348438,4.772835,9.174424,3.4126203
10380,8.071141,4.3442082,11.198323,2.6184158
10381,8.770273,4.0738153,7.1480875,3.953071
10382,6.694789,4.391513,9.429061,2.2924159
10383,4.328482,3.3696802,6.9494348,2.2342143
10384,8.3940525,3.8633256,9.243251,2.3841474
10385,5.130032,3.851963,10.014373,3.3135073
10386,10.2301,4.616598,10.138562,2.6462812
10387,8.187396,3.868758,8.613183,3.4607687
10388,7.354156,4.4259224,12.923755,2.6376078
10389,6.3655934,3.9936192,6.801181,2.2959766
10390,9.508718,4.84867,10.373937,3.0027263
10391,8.734457,4.1570015,10.694926,2.4828842
10392,8.138918,4.69695,12.855697,2.5139995
10393,6.263599,3.2438574,6.9764,4.1479983
10394,4.8890514,2.9726791,6.2646155,3.3274806
10395,7.620897,3.231666,7.038111,1.6013211
10396,8.961305,4.793374,8.747967,3.4468224
10397,6.1048007,4.582778,10.382255,2.4942727
10398,1.4211093,3.3859909,7.5756736,2.1175003
10399,8.961251,3.61742,8.652819,3.9559574
10400,6.459088,3.6102862,8.956072,2.9707808
10401,7.365759,5.088364,9.026581,3.7499957
10402,6.5137506,4.071291,9.522805,4.102221
10403,10.297448,4.1314354,12.525831,1.4701316
10404,9.611646,4.5464025,10.788885,2.255189
10405,2.9502645,3.0930722,10.807884,2.8352149
10406,10.686531,3.5580266,8.819152,1.2858765
10407,9.495208,4.162961,10.253622,1.6158252
10408,10.114389,4.5473776,8.245949,3.8338745
10409,6.8714957,4.319827,10.297329,3.7265615
10410,8.829293,4.4504056,10.046349,2.7339294
10411,2.8770854,3.9337912,9.820866,2.8494363
10412,4.1525097,2.7814982,8.6512,3.797179
10413,8.331786,4.559279,9.435227,1.7766385
10414,6.362046,3.8106863,6.711546,2.987206
10415,10.065677,3.9369538,9.100384,3.661423
10416,7.6304216,4.498201,8.066957,3.2168736
10417,6.38916,4.9112754,10.315499,2.681785
10418,5.3216143,3.5612915,10.998563,2.8402843
10419,6.891621,4.4422555,10.2969,2.9678442
10420,12.483825,3.8693814,8.155215,3.4732435
10421,11.588132,4.3213973,8.580923,3.151946
10422,7.925316,3.0856407,7.262649,2.3012717
10423,7.9630504,4.138836,9.101299,2.9160693
10424,9.294577,4.7792234,9.8049965,3.7482247
10425,6.795639,3.2347534,8.458012,2.1253257
10426,10.504204,5.283342,9.653071,3.9806514
10427,5.553731,3.3258805,7.1155477,2.4445016
10428,11.297075,4.453445,9.632975,3.6909277
10429,6.428008,3.2644591,7.9329658,4.2059174
10430,8.080343,4.044407,10.511305,2.8544574
10431,7.405148,4.2870092,8.654031,2.9801512
10432,8.811869,4.5249896,10.746231,1.5170827
10433,11.426658,4.6064596,9.1000805,3.3675056
10434,10.408963,4.5307875,10.973927,2.8755708
10435,9.1845,4.528686,10.803541,2.7960489
10436,5.8940535,3.5293152,9.075306,2.0398703
10437,8.53328,4.4430585,11.780706,4.4324455
10438,8.2574005,4.4349365,10.81586,2.95673
10439,6.8829293,3.4379776,8.335792,3.496652
10440,8.576351,3.7454078,7.1290617,4.578909
10441,9.289239,3.7044215,8.587746,1.694961
10442,11.285458,4.8424606,10.850474,2.7662473
10443,5.278923,4.2476583,9.83372,3.128542
10444,12.144031,4.582276,8.793917,3.4507403
10445,10.731729,4.6905575,10.766019,1.1598593
10446,8.377371,3.8819761,9.756598,3.8957546
10447,4.879039,3.1487653,9.609723,2.1792355
10448,2.9747608,4.0585594,8.840832,3.2232294
10449,6.496069,4.529482,9.641415,3.2706685
10450,4.720879,3.7215796,8.664642,3.047611
10451,10.818404,4.8704944,10.04095,3.5562365
10452,11.219829,4.768033,9.845349,3.6405346
10453,8.389629,4.5951295,10.215668,2.9573455
10454,12.224803,4.391348,10.162915,3.4342742
10455,10.1885805,4.1318803,8.911359,3.842958
10456,5.491823,4.6701565,7.6730514,5.119824
10457,9.369598,4.615353,10.274776,3.644496
10458,10.924441,4.5151024,11.464097,3.6102014
10459,8.408751,3.6404376,8.760697,2.065597
10460,6.647863,3.5904777,8.84937,2.0699105
10461,7.830525,3.6952894,7.11658,2.412058
10462,2.1795316,2.9790874,8.053577,2.1064901
10463,4.001578,4.1867146,8.811274,2.4398866
10464,10.514185,4.856874,8.7893095,2.7314744
10465,7.4543037,3.8785105,10.4708805,2.7187226
10466,9.8678055,3.5432794,8.041975,3.1857967
10467,10.573028,4.474262,11.356672,2.619916
10468,4.59377,3.2259893,7.1176443,2.1659713
10469,7.290684,4.235986,9.157489,3.737498
10470,10.761712,4.542642,10.229173,2.7565365
10471,5.7074533,4.072934,6.0255094,2.1867208
10472,10.1498165,4.198392,9.904466,3.219885
10473,1.6657785,3.751232,8.193312,2.92823
10474,10.773794,4.0702806,8.9853325,3.8516262
10475,6.630748,4.3308334,9.590323,2.4196424
10476,8.491981,3.2403548,8.843101,3.4070592
10477,12.340659,4.2105894,10.307427,3.8712478
10478,3.1828222,3.421465,6.7477655,2.436799
10479,2.2460096,4.1786394,8.786164,1.5567298
10480,11.538006,4.2798715,9.821968,3.5428932
10481,6.9153266,3.5938854,8.246204,3.8377988
10482,12.104545,4.3141294,11.393862,3.0055742
10483,9.906686,4.672526,10.361808,3.9409413
10484,5.779639,4.5091014,11.156633,2.14053
10485,6.3523283,3.8681166,5.8393426,2.5880928
10486,10.409378,4.0688105,8.640775,3.3244631
10487,11.693746,4.712252,10.72873,3.3403356
10488,9.877473,5.045884,9.504911,2.732098
10489,9.434978,3.9576747,7.6483583,3.6269584
10490,8.326929,4.067969,7.9237313,2.8198805
10491,7.836847,4.989538,10.325034,2.8556278
10492,9.808672,3.5142782,7.8775954,2.6764874
10493,5.3426414,3.358972,10.157106,3.0049334
10494,6.3223877,3.9446826,9.675867,2.0430622
10495,7.6286016,3.6072946,9.7426,4.256178
10496,7.2277813,4.215995,8.742475,4.582915
10497,7.371965,2.9564123,5.463186,3.9078574
10498,8.813026,4.143832,12.119763,1.0083265
10499,9.378086,3.7338982,9.386475,4.519103
10500,11.10108,4.043812,9.502013,4.0360365
10501,3.5158901,4.2177806,8.723858,2.8112473
10502,6.880508,3.371868,7.5933666,2.5793874
10503,9.49375,4.2219,9.608145,2.4739738
10504,10.24836,4.413836,10.32533,2.110486
10505,5.592254,3.660229,4.070775,3.7206368
10506,8.998132,4.1995907,7.5210695,2.887184
10507,8.192632,4.791579,10.42225,3.5300446
10508,7.764442,4.2185125,9.150935,2.221594
10509,9.578584,4.371455,9.541926,3.7672477
10510,4.412409,3.8823516,8.097149,2.5126867
10511,7.339826,3.644244,8.932324,3.137178
10512,6.9205484,3.5770671,9.511655,2.916435
10513,9.0756445,4.364432,8.132926,3.8162136
10514,9.8989935,4.2646985,9.427775,2.8064983
10515,10.804948,4.741968,11.03598,3.0657327
10516,11.860223,3.794076,8.209385,3.2811158
10517,5.7386365,4.219125,9.570441,2.9528794
10518,10.711546,3.9023817,9.126724,3.6131303
10519,9.061696,4.3442616,9.351231,2.6241229
10520,5.6192465,3.6141675,6.99986,3.2557104
10521,5.797814,4.0147133,10.472092,1.8440048
10522,5.314024,4.347046,9.476338,2.877605
10523,11.814885,4.2762337,10.994273,3.1402385
10524,10.379296,3.4545658,8.103072,5.5782504
10525,4.2427235,3.7565303,9.502506,3.7578964
10526,2.6994393,3.7919579,7.505823,2.1014009
10527,6.0244374,4.087099,7.4489746,2.6293166
10528,7.751983,4.5042944,9.9103155,1.8074721
10529,8.629346,4.2336216,8.945792,3.581741
10530,8.359547,3.4427702,8.087717,3.446469
10531,5.4429193,3.7160022,8.605945,2.1852908
10532,11.032912,4.5054183,9.462347,4.2041597
10533,12.250218,4.3760614,9.61619,3.469131
10534,8.672606,3.6701555,9.129912,2.984814
10535,6.9176607,4.1418953,7.7118764,2.7084956
10536,8.8603115,3.5348496,10.647525,3.3400872
10537,10.625298,4.520672,8.523181,4.4160104
10538,3.11298,4.306595,9.938535,4.129711
10539,9.318493,3.9032896,4.6317363,2.857644
10540,11.011874,4.5912685,9.456854,2.9271214
10541,6.9850407,4.3239565,8.489052,2.8181362
10542,5.9557486,4.6984744,10.438761,2.2615066
10543,12.936343,4.195691,11.524907,3.6165257
10544,6.281085,3.8841243,9.085845,4.0095463
10545,11.014942,4.7946143,10.996648,2.6277812
10546,12.396931,4.444843,10.034635,3.1630645
10547,6.047643,3.8226664,8.930573,2.3246708
10548,7.2273555,3.6266315,8.723495,3.027609
10549,10.61911,4.224518,9.854747,2.503301
10550,6.7250195,4.583914,10.169527,2.6313605
10551,9.075274,4.6366086,11.711829,3.1203432
10552,8.789352,4.3079767,8.05682,3.2209728
10553,10.612299,4.6713147,10.379092,2.6099339
10554,9.695649,3.3898332,7.0985785,3.65523
10555,9.320741,3.9315765,8.1257515,1.9958918
10556,3.96936,3.3141487,6.4660754,4.5006285
10557,1.1912961,4.2542043,9.18265,2.9866815
10558,9.567236,4.2818327,8.045103,2.725715
10559,9.641863,3.5316186,6.440913,3.176767
10560,9.585432,4.7063823,8.929851,3.746492
