id,hhb,hbo2,ca,na
10041,7.454265,3.9948373,9.657048,4.2713184
10042,7.906699,4.430748,11.227755,2.5859473
10043,10.700305,3.3690982,9.039231,3.4259775
10044,6.500947,4.6829967,11.5574,3.1721666
10045,8.423998,3.8473766,9.304956,2.534961
10046,6.615589,4.208628,11.710247,3.3927262
10047,7.275488,4.4587336,9.576891,4.5982676
10048,7.0326037,3.8656588,7.4585133,2.725305
10049,6.983381,4.8542547,10.002293,1.3717679
10050,6.5893416,4.4190016,10.074128,1.0568004
10051,9.646456,4.552041,9.932329,1.6415163
10052,10.687881,4.502283,8.302423,3.2023807
10053,5.5393934,4.045633,9.347946,3.200067
10054,6.8235235,4.154914,8.905006,3.6766932
10055,6.677845,3.7099721,8.633405,5.003903
10056,12.537691,4.7297797,10.101174,3.9252143
10057,8.209865,3.8351026,9.06502,4.003023
10058,10.686574,4.007634,8.486481,3.1796885
10059,7.0642066,3.7006154,9.363969,4.976736
10060,11.233396,2.8087826,6.2403793,3.0563745
10061,3.3436785,3.7892342,10.099273,2.0886443
10062,4.307872,3.0269272,6.713898,4.8102674
10063,11.919727,4.2652698,8.201519,4.5650277
10064,7.3743043,3.676363,8.582488,4.509375
10065,8.499983,3.896728,7.6376743,2.6216428
10066,6.2204204,4.4423437,8.645906,3.2779868
10067,6.868156,3.6350253,6.736645,2.7502928
10068,7.9055247,4.762469,10.816214,3.3781052
10069,10.601117,4.6759715,10.766222,2.8565981
10070,7.345172,4.53628,9.483163,3.0412307
10071,-0.7290472,3.1353025,8.47043,3.4706082
10072,6.335013,4.2739344,9.960116,2.6629775
10073,8.413054,4.0070963,9.903025,3.7602024
10074,6.820452,3.5570204,7.971392,3.1759748
10075,8.447565,4.887991,11.514924,1.290029
10076,7.3090925,4.627812,11.34177,1.4026527
10077,8.060196,4.3592944,8.405945,1.463346
10078,10.840875,3.5020409,9.503084,3.2997942
10079,7.6602683,3.9308224,9.350861,3.1120615
10080,7.3075542,3.9835994,7.8558264,4.3867846
10081,7.2376537,3.7513244,6.484238,2.8132045
10082,12.480733,4.3610563,11.835463,2.8990526
10083,5.7905464,4.2358236,9.626703,0.9705907
10084,5.4688272,4.2987285,7.5273533,4.6340146
10085,10.996018,3.4625585,5.1752434,4.943528
10086,11.764991,4.1217976,8.966502,2.3566635
10087,9.599165,4.536161,10.298095,3.9217696
10088,5.056022,3.3870037,8.619425,4.470007
10089,10.675289,5.295605,10.411158,2.1297112
10090,10.382467,3.525902,8.169291,2.4223647
10091,2.6070325,3.6694436,7.3369937,2.8262372
10092,4.2212563,4.497901,9.9862385,0.56249547
10093,5.6830645,3.3068252,8.998521,0.3499119
10094,8.569689,3.3151386,5.797828,3.1375117
10095,2.0494423,3.744214,8.912426,1.9554896
10096,0.8792458,3.4935849,8.30279,1.6335863
10097,7.21936,4.4462295,10.912509,3.5661771
10098,11.293906,3.8605247,9.01476,2.812292
10099,9.39953,3.838891,9.428363,2.5998495
10100,7.555215,3.8066607,7.4803357,2.7622578
10101,4.4441814,4.526951,10.704338,1.3810705
10102,1.0291162,2.8161542,7.810687,2.7129147
10103,7.6300864,3.167757,9.823587,3.0408938
10104,3.942586,3.7580152,7.716295,0.6836587
10105,10.392453,3.590641,10.566161,2.5052369
10106,11.241946,4.0704417,10.19391,3.0086136
10107,7.95565,3.7651515,10.5346365,2.5871778
10108,8.84727,3.718455,6.6993923,2.6600907
10109,8.703573,4.094425,10.135185,3.5199857
10110,8.486613,4.829315,12.500741,1.5163751
10111,9.692585,4.51973,9.876428,2.2160275
10112,9.32825,4.508531,8.80148,3.7101314
10113,10.09421,4.584893,10.728765,3.0258505
10114,6.7868123,4.0863123,7.970573,2.0455766
10115,7.4982214,3.434838,5.780401,2.3289123
10116,9.689069,3.5779042,7.3093767,3.3623042
10117,7.5301504,4.758867,10.096587,2.009122
10118,9.770648,3.7575321,7.8314004,3.5769527
10119,12.245086,4.2660236,9.876396,2.5668468
10120,5.7299037,4.3014164,11.204374,4.037371
10121,8.206984,2.9193213,8.881252,3.2043786
10122,7.383931,4.6256857,10.030397,3.1154962
10123,1.7481049,2.7731705,8.509102,1.6927152
10124,8.263529,3.0959418,9.675614,2.7019196
10125,4.9884286,4.170601,6.50534,4.5215006
10126,6.1341114,3.4749434,7.387699,2.661484
10127,3.9832838,4.006502,9.011935,4.0051517
10128,8.189275,4.2832637,12.692228,4.179964
10129,9.217503,4.226789,10.8755,3.232664
10130,5.5317373,3.609252,8.221575,3.5489957
10131,5.4925556,4.8033195,11.572197,2.4839487
10132,5.5929275,3.2306073,7.247162,2.1147923
10133,8.597253,5.184022,12.34021,3.507242
10134,8.885143,3.1222565,7.032057,3.9738345
10135,8.908364,3.7618093,7.2762074,3.0508342
10136,10.753303,5.2945843,9.691709,3.6981308
10137,6.7047334,3.8781347,10.175908,2.1343904
10138,7.3260336,3.7953694,9.026835,2.507282
10139,10.068599,3.8490014,10.651347,0.9455247
10140,5.3977904,3.9092836,9.149445,2.4234006
10141,4.792925,3.3218675,6.4166813,4.141842
10142,7.701171,3.4283745,6.206534,2.9303496
10143,3.221658,3.5001297,10.063452,3.2024014
10144,5.892805,4.5739393,9.282093,2.9339812
10145,10.034569,3.4171488,9.760713,2.5223186
10146,9.361182,3.5037317,7.480236,4.6587315
10147,8.537805,3.1168604,5.2804804,2.2605882
10148,6.3626146,4.2109966,6.6690817,3.9035027
10149,9.980147,3.20527,6.778966,2.6037724
10150,7.201877,3.700481,8.864565,2.7948062
10151,7.1478214,3.448073,10.848179,1.8573933
10152,7.2051525,3.2639372,6.1901526,2.2623186
10153,12.091681,4.1359673,9.407377,3.3320775
10154,12.015067,3.9138243,8.19898,3.2378397
10155,4.0496874,4.1242,9.150232,2.6530943
10156,8.085836,4.361721,11.225458,4.637343
10157,6.263874,4.179288,8.98917,3.1828783
10158,7.2375765,3.301378,9.852867,4.408911
10159,14.908987,4.5708146,10.258947,2.517973
10160,6.4216156,3.465081,7.4824524,3.555696
10161,4.32222,3.4508657,7.6763506,3.8456788
10162,10.113719,4.5016527,11.8687,4.2859263
10163,7.589686,3.720598,9.690943,4.151121
10164,8.728914,4.4143353,9.495687,2.6200244
10165,6.784798,3.667582,8.09602,5.622377
10166,7.379034,4.523455,7.2761784,2.9443707
10167,8.7070875,4.753313,11.394958,3.557653
10168,9.192327,4.6409283,10.13237,2.0745726
10169,8.893158,3.849226,10.333527,2.0494378
10170,4.523285,3.5422487,8.647567,3.2889216
10171,8.86464,3.9133482,9.244615,3.0812097
10172,6.9909086,3.928994,9.85072,1.5616211
10173,4.8733416,3.453776,9.522159,1.7969875
10174,10.178594,4.363727,8.57866,3.7905662
10175,4.6973977,4.223548,7.940841,2.6397674
10176,5.313854,4.3157477,7.735245,2.3378205
10177,6.8871903,3.7956705,8.657284,2.138037
10178,10.295423,3.9682882,9.879372,2.2741323
10179,5.3953686,3.13166,9.840373,3.5836256
10180,3.9801257,4.0742817,7.040842,3.569517
10181,6.1570153,4.0488377,8.047994,3.350851
10182,6.6942115,3.9835372,8.910119,2.9957316
10183,6.411261,3.6595788,7.8527613,1.9908007
10184,12.688026,4.3977995,10.170106,2.6233168
10185,8.481079,3.621786,8.107605,3.5488434
10186,8.982506,4.2257404,10.832739,2.6721504
10187,7.7003484,4.342144,10.198764,2.660146
10188,7.529488,3.603908,8.422868,2.5090456
10189,6.8107047,3.2953157,7.6343946,2.990533
10190,12.3108015,4.5958014,9.789605,4.7373366
10191,9.241493,4.5303993,7.4393034,3.9386835
10192,7.1788483,3.7661662,9.758256,2.8656385
10193,13.967743,4.205522,9.245906,4.398962
10194,7.8549075,3.254392,6.760254,3.1591496
10195,8.847949,4.1071987,8.741756,1.9026377
10196,9.006906,3.6417596,7.645043,3.1913373
10197,12.477629,4.231853,9.11436,3.7349145
10198,3.5592275,2.9246874,8.593971,2.3146281
10199,7.9444566,3.313647,8.110085,1.2243568
10200,4.25901,3.7301018,10.194702,1.8217161
10201,7.221232,3.8653066,8.143053,2.6261218
10202,8.281828,4.9785223,8.667775,2.5223103
10203,8.5313225,3.3284028,5.9679847,3.4887571
10204,10.582072,4.3315163,9.433401,3.9791186
10205,10.817145,3.3777084,10.996164,3.0674691
10206,5.9483,3.8383,7.1834016,3.4768832
10207,10.397617,3.8106966,10.3975115,2.2280092
10208,5.1528783,3.7300339,11.270226,4.556088
10209,13.450499,3.726207,10.399307,3.255165
10210,5.7135177,4.012515,11.948949,3.203953
10211,7.3308506,4.3570457,12.036741,4.2051125
10212,6.6000223,4.3974557,7.9553885,2.9680922
10213,11.037076,4.2547083,8.589238,4.948429
10214,9.501616,3.7291958,7.830568,3.9753098
10215,2.936611,3.6184633,9.297813,1.800246
10216,7.604455,4.400299,8.86205,2.5560918
10217,7.574472,3.2600174,6.549968,1.2128882
10218,7.912131,3.4822474,9.576849,4.9506536
10219,10.2804,4.3023553,8.19795,2.3230782
10220,11.712385,4.162837,10.4124565,3.5277042
10221,7.1250963,4.460622,8.668881,3.269622
10222,12.186249,4.3293486,9.954335,3.7159297
10223,10.92244,4.6417394,11.017558,3.259914
10224,11.704031,3.721112,8.991933,2.6790154
10225,6.4889235,3.3176742,6.7529836,2.584175
10226,10.5279455,4.8563538,9.769176,2.9490771
10227,5.2110415,4.589026,8.947859,5.308176
10228,4.2091837,3.534343,8.045464,3.9328442
10229,3.7259283,3.2502267,6.466495,2.4261947
10230,9.586001,4.83147,11.364751,2.4525208
10231,11.036947,5.225612,8.979577,3.1275265
10232,8.257067,4.2671638,9.771235,2.131006
10233,7.0005937,4.8905907,10.549152,3.1921802
10234,7.073256,4.038581,8.895373,3.6723182
10235,7.2776685,3.789747,9.314711,2.6880848
10236,8.026342,4.593403,12.091737,2.92372
10237,2.745857,3.7262912,11.35479,3.5613735
10238,11.501969,3.6667933,9.121982,2.783049
10239,13.896459,4.628568,9.892233,2.5777583
10240,7.205905,3.9553576,9.260085,1.9344001
10241,8.971729,3.9918413,8.4013,2.1076064
10242,5.6099634,4.551557,9.16243,1.1849065
10243,10.664854,4.6568117,9.217352,2.0109577
10244,10.668857,3.8484035,8.385504,3.5863051
10245,6.2544045,4.547494,9.837639,3.4851682
10246,7.34119,2.8922462,8.650845,3.267271
10247,13.365193,4.4152737,10.574768,3.5832458
10248,10.472088,4.38632,9.147413,5.7433424
10249,3.3106143,3.7121632,6.883923,2.8468025
10250,4.9111924,3.7069128,8.734855,3.0127313
10251,8.229681,4.895151,11.866509,4.6550403
10252,10.752144,3.5812488,5.3575716,3.050159
10253,3.127121,3.5142848,8.324091,2.4030712
10254,7.6255484,3.3851974,9.187638,1.9935747
10255,5.568486,4.000191,9.784983,1.4220113
10256,4.902404,3.9572635,8.266537,3.9892972
10257,10.535034,4.3732805,9.727765,2.6529708
10258,8.040703,4.2819138,8.518898,2.9125051
10259,9.817287,3.5760317,9.189308,3.7381136
10260,4.6603312,3.9550967,8.137634,2.8757093
10261,10.553546,3.8756733,9.2777195,3.8710475
10262,10.864332,3.3982813,6.3441377,0.76878285
10263,11.11784,4.8990116,8.103415,3.9482362
10264,11.800379,5.1186566,10.7078705,2.473064
10265,7.7848783,4.322382,9.044493,3.2740095
10266,9.546069,4.225864,8.914246,2.346239
10267,9.673325,2.560546,7.355573,4.36557
10268,7.1059966,4.0003433,8.854876,6.184258
10269,7.7972527,4.6493845,9.613722,4.624473
10270,4.7571177,3.5848467,8.976816,3.4473424
10271,5.9742503,3.4425077,8.183554,1.3827399
10272,8.940353,3.7701724,7.2445993,3.964532
10273,2.2234344,3.7079566,9.664838,2.8421338
10274,7.2644105,3.8058407,8.29796,3.140827
10275,8.353773,3.522992,9.868348,4.0851603
10276,5.4427333,3.581914,8.793953,1.808198
10277,9.998583,3.5434732,7.387602,1.6524941
10278,7.272908,3.7762895,9.460129,4.10995
10279,10.322425,4.5630846,10.857787,3.6095824
10280,2.7552934,3.6673715,7.9791856,3.5990222
10281,6.54576,3.1665695,6.7653565,5.7808056
10282,10.526293,4.5039334,8.562224,2.367827
10283,4.3964024,3.6635237,8.973626,2.1134067
10284,9.156388,3.0455885,8.576921,2.8141954
10285,7.4498725,3.578696,7.8767343,3.3637578
10286,5.2419677,5.1840405,8.128223,2.7239041
10287,8.089412,4.6906285,8.701543,4.4660954
10288,7.4030733,3.97789,8.78733,3.5214164
10289,8.27128,4.299313,7.53369,3.4505937
10290,11.30828,4.368076,7.324074,3.1331203
10291,6.8516583,2.8594909,8.922149,2.8995006
10292,6.498468,3.1989474,6.735519,3.409923
10293,5.9014697,3.3026087,8.552884,4.698381
10294,7.2101855,3.6903572,6.5463667,2.2754624
10295,9.985134,4.9639277,8.433326,2.656121
10296,6.6369543,3.7433307,8.537348,4.9119754
10297,9.084448,3.8237414,9.522575,5.302838
10298,9.176875,3.056007,6.7736464,2.4360614
10299,6.904374,3.4682314,8.876184,3.1484556
10300,1.8418132,3.4872758,8.554496,3.3953145
10301,12.181488,5.223984,11.504898,3.3881004
10302,8.209002,4.136097,8.48155,3.0818777
10303,8.249505,4.1432343,6.3397646,1.9752682
10304,6.2367554,4.2978473,10.4191675,2.7423623
10305,6.338498,3.4537425,5.953202,3.7253067
10306,9.089413,3.4151068,5.8274956,2.1651788
10307,6.146289,3.171347,9.277202,2.828821
10308,7.765177,4.687403,12.499026,3.2764409
10309,7.560288,3.2109737,8.069511,3.7375324
10310,5.7216864,3.145734,6.5473833,2.97039
10311,7.1360126,4.260495,7.8727183,2.7398963
10312,5.0697737,3.2225513,7.011425,2.3647633
10313,9.026388,4.023362,12.738434,0.49312332
10314,7.940082,4.2532883,9.051889,3.2702758
10315,8.486743,4.498988,7.2259297,3.482678
10316,10.167463,4.887278,10.110528,3.5498388
10317,5.8932037,3.797815,8.648948,1.3989549
10318,7.2342978,4.3032627,10.889153,3.0435143
10319,11.118042,3.9049523,8.9183655,2.0548334
10320,5.9231706,4.28724,9.942193,1.970911
10321,9.626992,4.182849,9.473777,3.174469
10322,9.600739,3.838188,6.2914267,3.5057604
10323,10.916789,3.259854,8.309525,4.6063595
10324,8.003127,3.7326322,11.60324,3.0743706
10325,12.707079,4.7389355,11.31282,4.11198
10326,9.644399,4.5288525,9.766528,3.103935
10327,5.8251333,3.8966725,8.662491,4.0100594
10328,5.885814,4.020128,9.7167425,4.6899576
10329,6.761924,3.7131865,9.676459,3.4899724
10330,3.6095562,3.8178995,6.675757,2.346252
10331,6.8095293,3.5444453,8.041448,2.6999326
10332,9.432281,3.6360533,8.608467,2.5478377
10333,5.9437566,4.650655,9.314249,3.0727837
10334,6.460757,4.261732,7.5540147,2.7368097
10335,3.0719223,2.9457593,6.4170656,0.9896096
10336,6.363307,3.663918,7.793982,3.1891477
10337,8.231219,4.1936526,8.213135,1.9888572
10338,11.696798,3.3712144,7.9719872,3.8115914
10339,9.084096,3.7835972,7.98114,3.5596664
10340,12.285428,3.9653394,10.427927,4.9190793
10341,9.674639,4.076867,10.727042,2.5473661
10342,13.420694,4.5184784,11.31078,3.227123
10343,8.978758,3.7664685,11.079537,2.0045886
10344,4.467628,3.5966814,7.2204037,3.3565483
10345,4.2697763,4.125592,9.442391,0.5645721
10346,11.868589,5.028825,12.016643,3.5273426
10347,6.9495955,3.7100303,9.077395,3.4727898
10348,7.0816016,4.6655855,12.52344,2.6950862
10349,7.2172737,2.8614235,8.366104,2.634858
10350,8.7593355,2.7557323,6.2294836,4.5603633
10351,10.947179,4.7772765,9.69602,3.802869
10352,8.489993,4.1844187,8.626799,2.4631848
10353,6.7471623,4.12381,9.307943,2.542444
10354,13.099266,4.725336,10.273674,3.7896829
10355,9.194279,4.6766877,8.292763,4.1815653
10356,9.527048,4.2297583,11.086906,3.0593739
10357,10.027278,5.129458,11.876181,2.2711623
10358,9.679292,4.042625,8.94481,4.7701483
10359,5.2901525,4.331455,10.263631,2.9042919
10360,7.055654,4.0627446,10.712582,5.2655287
10361,10.983589,4.5118484,9.376306,3.6086774
10362,7.513905,3.2458305,5.353485,2.5793102
10363,9.13581,4.238694,7.8570275,3.1562955
10364,8.613328,3.8540206,9.091805,3.282139
10365,4.995256,4.172524,10.672511,4.1939087
10366,4.5483246,4.3764005,7.767376,2.4873135
10367,11.36467,4.68916,9.571166,4.841093
10368,6.5896335,5.117851,8.290564,1.509159
10369,9.851573,3.5637681,6.0621014,1.920014
10370,11.262417,4.312581,7.433519,2.981803
10371,-0.28543633,3.459003,8.135602,1.1023633
10372,9.358209,4.3301306,7.8552475,4.3117247
10373,6.863483,3.1116886,8.608958,4.2175484
10374,10.5667095,3.7058969,7.944348,1.5209392
10375,4.1099296,3.5330348,5.9655848,2.4929051
10376,9.378859,4.1730204,11.114081,2.0206978
10377,8.041405,4.096514,8.828535,0.7546924
10378,2.321927,3.2542288,7.320987,5.4145465
10379,6.508354,4.8350644,8.473942,3.5955942
10380,8.296383,4.1716514,10.8979225,2.5543816
10381,9.358691,4.077534,6.3215327,3.916273
10382,6.247984,4.632638,9.515164,1.6594105
10383,4.771355,3.677125,6.681612,2.3107
10384,8.557415,4.2894793,8.685568,1.9824085
10385,5.130239,3.6649065,9.795948,3.2069995
10386,10.146089,4.4551296,10.492087,2.4324756
10387,8.396035,3.950388,8.2836685,3.4010768
10388,7.6862063,4.1948133,11.621543,2.4577842
10389,6.2913613,3.7307599,7.6952395,2.986459
10390,9.573424,4.7036767,11.803466,2.1020737
10391,8.593065,4.3308268,10.252875,2.761661
10392,8.229708,4.498644,12.377452,1.7965826
10393,5.7915483,3.597131,6.7139263,4.5597425
10394,4.062534,2.6366804,7.6601553,3.1569114
10395,7.6089044,2.8563488,7.359121,1.1610389
10396,9.143586,5.0841513,9.390094,3.453141
10397,6.286716,4.538694,10.7645,3.445355
10398,2.8586686,3.47333,7.609185,1.4189434
10399,9.600176,3.6197062,9.795666,4.0870667
10400,6.336986,3.2660153,8.542693,2.7544742
10401,7.4103994,4.7468863,8.483177,3.2337027
10402,6.03495,4.202093,10.264399,4.395215
10403,9.92166,4.131091,11.389746,1.5715401
10404,8.45278,3.9019558,11.800558,2.3723445
10405,3.4620793,2.6928437,11.784958,3.847347
10406,10.576576,3.6043973,8.453943,1.1630075
10407,9.453116,4.267376,9.443115,1.5395975
10408,10.208202,4.4836473,8.565735,3.7077527
10409,6.3596716,4.6789117,10.201664,3.2700405
10410,8.384605,4.4106665,9.673953,2.6059513
10411,2.9335396,3.5119793,8.802412,3.516495
10412,4.1762495,2.9582047,7.467439,4.1402225
10413,8.152886,4.216773,9.077756,3.360534
10414,5.712057,3.5781672,6.3856673,3.7191927
10415,10.465441,3.9889555,8.18478,2.5887332
10416,7.395449,4.351022,7.4159174,3.1641088
10417,6.329241,4.4420376,10.430786,3.4093354
10418,4.594633,3.7684062,10.00631,2.8164966
10419,6.6399736,4.3013663,12.303359,2.6388533
10420,12.4276905,3.6301084,8.58442,3.2854044
10421,11.261052,4.3088684,8.883403,3.806426
10422,8.347819,3.1793664,7.470745,2.448711
10423,8.020948,4.3623986,10.289622,2.2902508
10424,9.226996,5.113067,9.236585,3.6646657
10425,6.4710197,3.5876315,8.4261675,2.2452865
10426,10.705728,5.130463,10.090199,4.5959215
10427,5.1495376,3.3059084,8.37396,2.2044322
10428,11.063756,4.4836674,10.553792,3.8693073
10429,5.986422,3.5805087,8.000507,4.4491644
10430,7.901555,3.9509761,9.81991,3.4884655
10431,7.178104,4.4257684,8.633161,2.6950579
10432,8.922109,4.4377394,9.847152,1.2873312
10433,11.587994,4.80511,9.637775,2.8144922
10434,10.883837,4.633184,11.354206,2.3003259
10435,9.135526,4.7703295,10.3910265,2.6059165
10436,5.4064054,3.6846037,10.42536,2.5552526
10437,8.5663,4.7798767,12.0300255,4.639493
10438,9.280313,4.5897646,11.05577,4.162847
10439,6.867764,3.2853727,7.4830327,3.7255898
10440,8.517993,4.0152254,7.6362405,4.3831882
10441,9.043323,3.8640473,7.684612,0.8073416
10442,11.556403,5.0250273,10.603393,2.6561503
10443,5.3208776,4.61895,9.530345,3.5870218
10444,12.715852,4.6616044,8.388588,4.1213617
10445,10.673458,4.568984,10.914789,1.1250494
10446,9.185197,3.7730005,9.2963295,3.0439534
10447,3.782291,3.1314762,9.747525,1.7030437
10448,3.2833886,3.7828615,7.406148,3.0379655
10449,6.0931683,4.610017,9.761213,3.8241234
10450,4.7184563,3.5206552,8.590453,1.9324528
10451,11.5785675,4.901279,9.838782,2.906076
10452,13.941593,4.3553624,11.326709,4.080545
10453,8.504333,4.806998,8.800262,2.2521648
10454,12.018255,4.408985,11.00836,3.350432
10455,9.884218,4.1065326,10.014049,3.7081308
10456,4.882038,4.448395,7.9028945,5.5256896
10457,9.224209,4.810983,9.833851,2.9042578
10458,11.052903,4.4774885,11.183913,3.4273582
10459,9.114616,3.747545,9.683938,0.7401537
10460,6.649271,4.013404,9.748392,0.8116169
10461,7.668097,3.3452015,9.059326,2.8843968
10462,1.3574258,3.3823445,7.807739,2.7133875
10463,3.6992018,4.228333,9.066992,2.0174072
10464,10.799279,4.9106317,9.024824,2.8666952
10465,7.221663,3.4637537,10.947703,2.8477778
10466,9.73249,3.7173777,7.1767178,2.5609236
10467,10.1466465,4.4102907,10.6209955,2.4344368
10468,4.5161867,3.2561193,6.781678,1.8200812
10469,7.398805,4.1841927,9.518975,3.5196586
10470,10.606578,4.6112504,9.424592,2.2807302
10471,5.19279,3.7605562,6.8847284,1.7015251
10472,10.297125,4.069866,10.482517,3.510413
10473,1.8467911,3.9378786,8.981274,2.5157833
10474,10.812047,4.106776,10.185062,3.771076
10475,6.9413586,3.9841807,10.301537,2.5641832
10476,8.535627,3.4517417,9.976562,3.819285
10477,11.20322,4.3666835,11.941705,4.5958066
10478,3.398135,3.2976332,6.184878,2.3885221
10479,2.3372307,3.7648323,9.4495945,1.2553496
10480,11.11679,4.5226088,10.182801,3.1789339
10481,6.1895704,3.713031,8.344668,2.7502453
10482,11.858135,4.8829384,10.001796,3.0898213
10483,9.947029,4.456511,10.696999,3.6705236
10484,5.3281293,4.013868,10.516987,2.907469
10485,6.4889464,3.723905,7.025356,2.5604792
10486,10.401176,3.9502225,8.33407,3.3636904
10487,12.388707,4.38838,11.039108,3.6724963
10488,10.008919,4.9045587,10.820747,2.5334923
10489,8.891755,4.068038,6.9769115,3.716609
10490,8.136244,4.2962193,8.447296,2.6433377
10491,7.8483853,4.105323,10.096852,3.2611883
10492,9.820771,3.0320988,7.805141,2.8440838
10493,5.206379,3.535172,9.746285,2.640466
10494,6.527318,3.9484155,8.97262,1.7798295
10495,8.34787,3.138498,7.8745465,4.094599
10496,7.0313845,4.4105654,7.410682,4.366115
10497,7.736006,3.123941,5.0602245,3.3938107
10498,8.916713,4.5059247,11.567973,0.65417445
10499,7.8027897,3.3804674,9.207539,4.985643
10500,11.301584,3.8376105,8.589432,3.9693289
10501,3.7068617,4.5668845,8.007904,3.0505676
10502,6.99679,3.1953487,8.3326,3.0397093
10503,9.142225,3.710575,10.061145,3.3421035
10504,10.127522,4.171755,8.765289,2.072838
10505,5.5098085,3.337281,3.9526618,3.9756594
10506,9.6148205,3.9790244,8.195368,2.5349882
10507,8.626613,4.5658464,10.487112,2.831663
10508,8.232422,3.7463398,10.37188,1.7696434
10509,9.649527,4.300871,10.07779,3.7145615
10510,5.234355,4.0061646,8.610363,2.9039457
10511,7.3455057,3.833538,8.383999,3.3832853
10512,6.9785957,3.3131845,8.641071,2.6708312
10513,8.678041,4.313306,7.8316045,4.4335566
10514,10.361175,4.0794106,9.746302,2.8215375
10515,10.163158,4.593176,10.880791,2.992659
10516,11.343742,3.9644055,7.4700885,3.6236703
10517,5.750174,4.6581717,9.942338,3.0850544
10518,10.845385,3.958544,10.582943,3.6852782
10519,8.859177,4.1739626,9.080721,2.1319823
10520,5.028455,3.8914666,6.89203,3.439196
10521,5.2858453,3.6307106,10.944471,1.7300168
10522,5.669463,4.1431932,9.130124,2.9724388
10523,11.751716,4.4800186,10.858137,3.4915283
10524,10.447013,3.2986264,7.311993,6.560849
10525,4.2935104,3.808389,9.143914,3.460237
10526,3.3674877,3.8391573,9.183458,1.9666322
10527,6.320468,4.2359266,6.5273986,1.8823467
10528,8.105747,4.354945,8.493765,2.159657
10529,8.854969,3.5662937,9.271589,3.7203548
10530,8.13539,3.7612948,7.060666,2.856681
10531,5.8730593,3.9300454,8.305336,2.829962
10532,9.408497,4.473676,8.982085,4.0227213
10533,13.593628,4.3969603,9.046041,4.0635843
10534,7.9277425,3.8862746,9.744691,3.6760406
10535,7.0324373,4.101451,6.5231795,2.522996
10536,8.897073,3.3367064,11.3029585,4.2453246
10537,10.853205,4.377654,9.042644,3.8580039
10538,3.2273328,4.2868824,8.853,4.092145
10539,9.3562355,3.7737827,5.1351824,2.9574564
10540,10.906913,4.837927,10.241763,3.040364
10541,7.259062,4.3016844,9.034096,2.0893245
10542,5.581626,4.5297875,10.342794,2.4919915
10543,13.228321,4.2140145,10.727267,3.7677355
10544,6.1760197,3.9558032,8.077643,4.060426
10545,11.683746,4.7976923,9.438571,2.431792
10546,13.012075,4.564002,9.971473,2.9587862
10547,6.183595,3.9711823,9.927441,2.514743
10548,8.009529,3.730791,8.677612,3.527341
10549,10.587307,4.530285,9.884343,2.708152
10550,8.0246,4.3416843,9.770592,3.1458187
10551,9.056201,4.975066,12.460151,3.3988955
10552,8.405117,4.4976425,8.425135,3.7614899
10553,10.28292,4.8238015,8.556992,3.4536378
10554,9.296442,3.6696227,6.72817,3.1923695
10555,9.524694,3.8469594,7.2433853,2.0091028
10556,3.9160159,3.0059497,5.8510137,4.149231
10557,2.004218,4.435913,9.693723,2.8861878
10558,9.754035,4.6225696,7.716931,2.7533574
10559,9.363508,3.309981,6.257692,2.9439657
